conv,country,drop_kicks,opposition,penalties,player,points,position,result,tries
0,Georg,0,Portugal,0,S Sutiashvili,0,F,won,0
0,Ukr,0,Spain,0,A Tsapenko,0,N8,lost,0
0,Ukr,0,Spain,0,S Tserkovniy,0,FH,lost,0
0,Georg,0,Portugal,0,B Urjukashvili,0,FB,won,0
0,Port,0,Georgia,0,GNBS Uva,0,L,lost,0
0,Port,0,Georgia,0,VNBS Uva,0,F,lost,0
0,Ukr,0,Spain,0,I Zaliznyk,0,P,lost,0
0,Georg,0,Portugal,0,T Zibzibadze,0,C,won,0
0,Georg,0,Portugal,0,D Zirakashvili,0,P,won,0
0,Eng,0,France,0,CJ Ashton,0,W,won,0
0,Eng,0,France,0,MA Banahan,0,(C),won,0
0,Fra,0,England,0,J Bonnaire,0,(N8),lost,0
0,Eng,0,France,0,DS Care,0,(SH),won,0
0,Fra,0,England,0,S Chabal,0,N8,lost,0
0,Fra,0,England,0,V Clerc,0,W,lost,0
0,Eng,0,France,0,DR Cole,0,P,won,0
0,Eng,0,France,0,AR Corbisiero,0,(P),won,0
0,Eng,0,France,0,MJ Cueto,0,W,won,0
0,Eng,0,France,0,LP Deacon,0,L,won,0
0,Fra,0,England,0,T Domingo,0,P,lost,0
0,Fra,0,England,0,TS Dusautoir,0,F,lost,0
0,Eng,0,France,0,NJ Easter,0,N8,won,0
0,Eng,0,France,0,CH Fourie,0,(P),won,0
0,Fra,0,England,0,G Guirado,0,(H),lost,0
0,Eng,0,France,0,SE Hape,0,C,won,0
0,Fra,0,England,0,I Harinordoquy,0,F,lost,0
0,Eng,0,France,0,DM Hartley,0,H,won,0
0,Eng,0,France,0,JAW Haskell,0,F,won,0
0,Fra,0,England,0,YE Huget,0,W,lost,0
0,Fra,0,England,0,Y Jauzion,0,C,lost,0
0,Fra,0,England,0,S Marconnet,0,(P),lost,0
0,Fra,0,England,0,NGA Mas,0,P,lost,0
0,Fra,0,England,0,L Nallet,0,L,lost,0
0,Fra,0,England,0,A Palisson,0,(FH),lost,0
0,Eng,0,France,0,TP Palmer,0,L,won,0
0,Fra,0,England,0,MRJ Parra,0,(SH),lost,0
0,Fra,0,England,0,J Pierre,0,L,lost,0
0,Fra,0,England,0,C Poitrenaud,0,FB,lost,0
0,Fra,0,England,0,A Rougerie,0,C,lost,0
0,Fra,0,England,0,W Servat,0,H,lost,0
0,Eng,0,France,0,SD Shaw,0,(L),won,0
0,Eng,0,France,0,AJ Sheridan,0,P,won,0
0,Fra,0,England,0,J Thion,0,(L),lost,0
0,Eng,0,France,0,SG Thompson,0,(H),won,0
0,Eng,0,France,0,MJ Tindall,0,C,won,0
0,Fra,0,England,0,D Traille,0,(FB),lost,0
0,Fra,0,England,0,F Trinh-Duc,0,FH,lost,0
0,Eng,0,France,0,TA Wood,0,F,won,0
0,Eng,0,France,0,BR Youngs,0,SH,won,0
0,Scot,0,Ireland,0,JA Barclay,0,F,lost,0
0,Scot,0,Ireland,0,JW Beattie,0,N8,lost,0
0,Ire,0,Scotland,0,RD Best,0,H,won,0
0,Scot,0,Ireland,0,MRL Blair,0,SH,lost,0
0,Ire,0,Scotland,0,TJ Bowe,0,W,won,0
0,Scot,0,Ireland,0,KDR Brown,0,F,lost,0
0,Ire,0,Scotland,0,TG Court,0,(P),won,0
0,Ire,0,Scotland,0,SM Cronin,0,(H),won,0
0,Scot,0,Ireland,0,GDS Cross,0,(P),lost,0
0,Ire,0,Scotland,0,LFM Cullen,0,(L),won,0
0,Scot,0,Ireland,0,SCJ Danielli,0,(W),lost,0
0,Ire,0,Scotland,0,GW D'Arcy,0,C,won,0
0,Scot,0,Ireland,0,NJ de Luca,0,C,lost,0
0,Ire,0,Scotland,0,KG Earls,0,W,won,0
0,Scot,0,Ireland,0,MB Evans,0,W,lost,0
0,Ire,0,Scotland,0,LM Fitzgerald,0,FB,won,0
0,Scot,0,Ireland,0,RW Ford,0,H,lost,0
0,Scot,0,Ireland,0,RJ Gray,0,L,lost,0
0,Ire,0,Scotland,0,CEJ Healy,0,P,won,0
0,Scot,0,Ireland,0,NJ Hines,0,(F),lost,0
0,Scot,0,Ireland,0,RJH Jackson,0,FH,lost,0
0,Scot,0,Ireland,0,AF Jacobsen,0,P,lost,0
0,Scot,0,Ireland,0,AD Kellock,0,L,lost,0
0,Scot,0,Ireland,0,SF Lamont,0,C,lost,0
0,Scot,0,Ireland,0,RGM Lawson,0,(SH),lost,0
0,Scot,0,Ireland,0,S Lawson,0,(H),lost,0
0,Ire,0,Scotland,0,DP Leamy,0,(F),won,0
0,Scot,0,Ireland,0,MJ Low,0,P,lost,0
0,Ire,0,Scotland,0,SK O'Brien,0,F,won,0
0,Ire,0,Scotland,0,DF O'Callaghan,0,L,won,0
0,Ire,0,Scotland,0,PJ O'Connell,0,L,won,0
0,Ire,0,Scotland,0,BG O'Driscoll,0,C,won,0
0,Ire,0,Scotland,0,MA Ross,0,P,won,0
0,Ire,0,Scotland,0,JJ Sexton,0,(FH),won,0
0,Ire,0,Scotland,0,PA Stringer,0,(SH),won,0
0,Scot,0,Ireland,0,RJ Vernon,0,(N8),lost,0
0,Scot,0,Ireland,0,N Walker,0,W,lost,0
0,Ire,0,Scotland,0,DP Wallace,0,F,won,0
0,Georg,0,Romania,0,I Abuseridze,0,SH,won,0
0,Georg,0,Romania,0,J Bregvadze,0,H,won,0
0,Rom,0,Georgia,0,VN Calafeteanu,0,(SH),lost,0
0,Rom,0,Georgia,0,D Carpo,0,N8,lost,0
0,Rom,0,Georgia,0,I Cazan,0,C,lost,0
0,Georg,0,Romania,0,G Chkhaidze,0,(F),won,0
0,Rom,0,Georgia,0,RC Dascalu,0,C,lost,0
0,Georg,0,Romania,0,L Datunashvili,0,L,won,0
0,Rom,0,Georgia,0,N Dragos Dima,0,P,lost,0
0,Rom,0,Georgia,0,DM Dumbrava,0,(FH),lost,0
0,Rom,0,Georgia,0,I Dumitras,0,FB,lost,0
0,Rom,0,Georgia,0,C Fercu,0,W,lost,0
0,Rom,0,Georgia,0,CM Gal,0,(C),lost,0
0,Georg,0,Romania,0,M Gorgodze,0,N8,won,0
0,Georg,0,Romania,0,L Gugava,0,W,won,0
0,Rom,0,Georgia,0,DG Ianus,0,F,lost,0
0,Georg,0,Romania,0,G Jghenti,0,(P),won,0
0,Georg,0,Romania,0,D Kacharava,0,C,won,0
0,Georg,0,Romania,0,D Khinchagashvili,0,P,won,0
0,Georg,0,Romania,0,G Labadze,0,F,won,0
0,Rom,0,Georgia,0,MV Lemnaru,0,W,lost,0
0,Georg,0,Romania,0,I Machkhaneli,0,W,won,0
0,Rom,0,Georgia,0,M Macovei,0,F,lost,0
0,Rom,0,Georgia,0,V Mariscariu,0,(P),lost,0
0,Georg,0,Romania,0,I Natriashvili,0,(H),won,0
0,Georg,0,Romania,0,G Nemsadze,0,(L),won,0
0,Rom,0,Georgia,0,N Nere,0,P,lost,0
0,Rom,0,Georgia,0,CC Petre,0,L,lost,0
0,Rom,0,Georgia,0,A Radoi,0,(H),lost,0
0,Rom,0,Georgia,0,S Socol,0,(L),lost,0
0,Rom,0,Georgia,0,F Surugiu,0,SH,lost,0
0,Georg,0,Romania,0,S Sutiashvili,0,F,won,0
0,Rom,0,Georgia,0,VN Ursache,0,L,lost,0
0,Rom,0,Georgia,0,B Zebega Suman,0,H,lost,0
0,Georg,0,Romania,0,T Zibzibadze,0,C,won,0
0,Georg,0,Romania,0,D Zirakashvili,0,P,won,0
0,Russ,0,Ukraine,0,AM Garbuzov,0,L,won,0
0,Ukr,0,Russia,0,S Garkavyi,0,C,lost,0
0,Ukr,0,Russia,0,O Golishchev,0,C,lost,0
0,Russ,0,Ukraine,0,A Khrokhin,0,(P),won,0
0,Ukr,0,Russia,0,Z Kikacheishvili,0,SH,lost,0
0,Russ,0,Ukraine,0,V Korshunov,0,H,won,0
0,Ukr,0,Russia,0,O Kosariev,0,W,lost,0
0,Ukr,0,Russia,0,V Krasyknyk,0,L,lost,0
0,Ukr,0,Russia,0,M Kravchenko,0,W,lost,0
0,Russ,0,Ukraine,0,Y Kushnarev,0,(FH),won,0
0,Russ,0,Ukraine,0,A Kuzin,0,C,won,0
0,Ukr,0,Russia,0,A Lomakin,0,F,lost,0
0,Russ,0,Ukraine,0,A Makovetskiy,0,C,won,0
0,Ukr,0,Russia,0,J Malaguradze,0,N8,lost,0
0,Ukr,0,Russia,0,P Maslukov,0,(C),lost,0
0,Russ,0,Ukraine,0,E Matveev,0,(N8),won,0
0,Ukr,0,Russia,0,A Mishynov,0,(F),lost,0
0,Ukr,0,Russia,0,S Monastyrov,0,FB,lost,0
0,Ukr,0,Russia,0,V Orlov,0,F,lost,0
0,Russ,0,Ukraine,0,A Panasenko,0,(F),won,0
0,Ukr,0,Russia,0,O Polianski,0,(P),lost,0
0,Russ,0,Ukraine,0,S Popov,0,P,won,0
0,Russ,0,Ukraine,0,I Prishchepenko,0,P,won,0
0,Ukr,0,Russia,0,R Radchuk,0,(L),lost,0
0,Ukr,0,Russia,0,S Sukhikh,0,P,lost,0
0,Russ,0,Ukraine,0,A Temnov,0,F,won,0
0,Russ,0,Ukraine,0,A Travkin,0,(P),won,0
0,Ukr,0,Russia,0,A Tsapenko,0,L,lost,0
0,Ukr,0,Russia,0,S Tserkovniy,0,FH,lost,0
0,Ukr,0,Russia,0,E Vertyletskiy,0,(P),lost,0
0,Russ,0,Ukraine,0,A Voytov,0,L,won,0
0,Russ,0,Ukraine,0,A Yanyushkin,0,(SH),won,0
0,Ukr,0,Russia,0,I Zaliznyk,0,P,lost,0
0,Germ,0,Czech Rep,0,D Armitage,0,L,lost,0
0,Germ,0,Czech Rep,0,K Brenner,0,F,lost,0
0,Germ,0,Czech Rep,0,A Buckmann,0,(C),lost,0
0,Germ,0,Czech Rep,0,M Franke,0,W,lost,0
0,Germ,0,Czech Rep,0,M Gungor,0,(FB),lost,0
0,Germ,0,Czech Rep,0,A Hauck,0,F,lost,0
0,Germ,0,Czech Rep,0,A Hug,0,(L),lost,0
0,Germ,0,Czech Rep,0,T Kasten,0,N8,lost,0
0,Germ,0,Czech Rep,0,B Krause,0,(P),lost,0
0,Germ,0,Czech Rep,0,T Menzel,0,SH,lost,0
0,Germ,0,Czech Rep,0,G Pagnon,0,C,lost,0
0,Germ,0,Czech Rep,0,P Schliwa,0,P,lost,0
0,Germ,0,Czech Rep,0,B Simm,0,C,lost,0
0,Germ,0,Czech Rep,0,M Strauch,0,W,lost,0
0,Germ,0,Czech Rep,0,A Widiker,0,H,lost,0
0,Germ,0,Czech Rep,0,A Zeiler,0,P,lost,0
0,Italy,0,France,0,RJ Barbieri,0,F,won,0
0,Italy,0,France,0,T Benvenuti,0,W,won,0
0,Fra,0,Italy,0,J Bonnaire,0,F,lost,0
0,Italy,0,France,0,KS Burton,0,(FH),won,0
0,Italy,0,France,0,GJ Canale,0,C,won,0
0,Italy,0,France,0,ML Castrogiovanni,0,P,won,0
0,Fra,0,Italy,0,S Chabal,0,N8,lost,0
0,Italy,0,France,0,CA del Fava,0,L,won,0
0,Italy,0,France,0,S Dellape,0,L,won,0
0,Italy,0,France,0,PE Derbyshire,0,(F),won,0
0,Fra,0,Italy,0,L Ducalcon,0,(P),lost,0
0,Fra,0,Italy,0,TS Dusautoir,0,F,lost,0
0,Italy,0,France,0,C Festuccia,0,H,won,0
0,Italy,0,France,0,GM Garcia,0,C,won,0
0,Italy,0,France,0,Q Geldenhuys,0,(L),won,0
0,Italy,0,France,0,LL Ghiraldini,0,(H),won,0
0,Fra,0,Italy,0,G Guirado,0,(H),lost,0
0,Fra,0,Italy,0,I Harinordoquy,0,(N8),lost,0
0,Fra,0,Italy,0,YE Huget,0,W,lost,0
0,Fra,0,Italy,0,Y Jauzion,0,C,lost,0
0,Italy,0,France,0,A Lo Cicero Vaina,0,P,won,0
0,Fra,0,Italy,0,S Marconnet,0,P,lost,0
0,Fra,0,Italy,0,NGA Mas,0,P,lost,0
0,Fra,0,Italy,0,M Medard,0,FB,lost,0
0,Fra,0,Italy,0,L Nallet,0,L,lost,0
0,Italy,0,France,0,L Orquera,0,FH,won,0
0,Italy,0,France,0,SM Parisse,0,N8,won,0
0,Italy,0,France,0,S Perugini,0,(P),won,0
0,Fra,0,Italy,0,J Pierre,0,L,lost,0
0,Fra,0,Italy,0,A Rougerie,0,C,lost,0
0,Italy,0,France,0,F Semenzato,0,SH,won,0
0,Fra,0,Italy,0,W Servat,0,H,lost,0
0,Fra,0,Italy,0,J Thion,0,(L),lost,0
0,Fra,0,Italy,0,D Traille,0,(C),lost,0
0,Fra,0,Italy,0,F Trinh-Duc,0,FH,lost,0
0,Italy,0,France,0,A Zanni,0,F,won,0
0,Spain,0,Portugal,0,MI Acena Colaneri,0,F,won,0
0,Port,0,Spain,0,AM Aguilar,0,FB,lost,0
0,Port,0,Spain,0,AA Alves,0,(R),lost,0
0,Spain,0,Portugal,0,B Auzqui Etchepare,0,P,won,0
0,Spain,0,Portugal,0,M Auzqui Etchepare,0,P,won,0
0,Port,0,Spain,0,JDS Bardy,0,F,lost,0
0,Spain,0,Portugal,0,CJ Blanco Smith,0,C,won,0
0,Port,0,Spain,0,L Campergue,0,H,lost,0
0,Spain,0,Portugal,0,J Canosa Schack,0,C,won,0
0,Spain,0,Portugal,0,J Cano Rodriguez-Arias,0,W,won,0
0,Spain,0,Portugal,0,MJ Cook,0,N8,won,0
0,Port,0,Spain,0,B Duarte,0,(H),lost,0
0,Port,0,Spain,0,AATG Esteves,0,(C),lost,0
0,Spain,0,Portugal,0,P Feijoo Ugalde,0,(SH),won,0
0,Port,0,Spain,0,GFG Foro,0,W,lost,0
0,Spain,0,Portugal,0,G Gibouin Fontana,0,F,won,0
0,Port,0,Spain,0,TMMV Girao,0,N8,lost,0
0,Spain,0,Portugal,0,B Labadie,0,W,won,0
0,Port,0,Spain,0,PMDC Leal,0,(SH),lost,0
0,Port,0,Spain,0,JE le Roux,0,F,lost,0
0,Spain,0,Portugal,0,R Martinez Sanchez,0,(P),won,0
0,Spain,0,Portugal,0,P Martin Enrique,0,FB,won,0
0,Spain,0,Portugal,0,J Moreno Rodriguez,0,(P),won,0
0,Port,0,Spain,0,CG Murray,0,(C),lost,0
0,Port,0,Spain,0,JM Murre,0,P,lost,0
0,Spain,0,Portugal,0,FD Negrillo Kovacevich,0,(F),won,0
0,Port,0,Spain,0,F Oliveira,0,C,lost,0
0,Port,0,Spain,0,JMD Pinto Neves,0,SH,lost,0
0,Spain,0,Portugal,0,J Recuerda Nunez,0,L,won,0
0,Spain,0,Portugal,0,M Roca Ferrer,0,(L),won,0
0,Spain,0,Portugal,0,F Rofes,0,H,won,0
0,Port,0,Spain,0,J Severino Somoza,0,L,lost,0
0,Port,0,Spain,0,PJA Silva,0,C,lost,0
0,Spain,0,Portugal,0,S Souto Vidal,0,L,won,0
0,Port,0,Spain,0,RC Spachuk,0,P,lost,0
0,Port,0,Spain,0,GNBS Uva,0,L,lost,0
0,Port,0,Spain,0,VNBS Uva,0,(N8),lost,0
0,Ire,0,Wales,0,RD Best,0,H,lost,0
0,Ire,0,Wales,0,TJ Bowe,0,W,lost,0
0,Wales,0,Ireland,0,LM Byrne,0,FB,won,0
0,Ire,0,Wales,0,TG Court,0,(P),lost,0
0,Ire,0,Wales,0,SM Cronin,0,(H),lost,0
0,Ire,0,Wales,0,LFM Cullen,0,(L),lost,0
0,Ire,0,Wales,0,GW D'Arcy,0,C,lost,0
0,Wales,0,Ireland,0,BS Davies,0,L,won,0
0,Wales,0,Ireland,0,JJV Davies,0,C,won,0
0,Ire,0,Wales,0,KG Earls,0,W,lost,0
0,Ire,0,Wales,0,LM Fitzgerald,0,FB,lost,0
0,Ire,0,Wales,0,CEJ Healy,0,P,lost,0
0,Ire,0,Wales,0,JPR Heaslip,0,N8,lost,0
0,Wales,0,Ireland,0,RM Hibbard,0,(H),won,0
0,Wales,0,Ireland,0,P James,0,P,won,0
0,Wales,0,Ireland,0,AW Jones,0,L,won,0
0,Wales,0,Ireland,0,RP Jones,0,N8,won,0
0,Ire,0,Wales,0,DP Leamy,0,(N8),lost,0
0,Wales,0,Ireland,0,DJ Lydiate,0,F,won,0
0,Wales,0,Ireland,0,C Mitchell,0,P,won,0
0,Ire,0,Wales,0,SK O'Brien,0,F,lost,0
0,Ire,0,Wales,0,DF O'Callaghan,0,L,lost,0
0,Ire,0,Wales,0,PJ O'Connell,0,L,lost,0
0,Ire,0,Wales,0,EGE Reddan,0,SH,lost,0
0,Wales,0,Ireland,0,M Rees,0,H,won,0
0,Wales,0,Ireland,0,JH Roberts,0,C,won,0
0,Ire,0,Wales,0,MA Ross,0,P,lost,0
0,Ire,0,Wales,0,JJ Sexton,0,(FH),lost,0
0,Ire,0,Wales,0,PA Stringer,0,(SH),lost,0
0,Wales,0,Ireland,0,JJ Thomas,0,(N8),won,0
0,Ire,0,Wales,0,DP Wallace,0,F,lost,0
0,Ire,0,Wales,0,PR Wallace,0,(FB),lost,0
0,Wales,0,Ireland,0,SK Warburton,0,F,won,0
0,Wales,0,Ireland,0,SM Williams,0,W,won,0
0,Wales,0,Ireland,0,JV Yapp,0,(P),won,0
0,Scot,0,England,0,JAA Ansbro,0,C,lost,0
0,Eng,0,Scotland,0,CJ Ashton,0,W,won,0
0,Eng,0,Scotland,0,MA Banahan,0,(C),won,0
0,Scot,0,England,0,JA Barclay,0,F,lost,0
0,Scot,0,England,0,MRL Blair,0,(SH),lost,0
0,Scot,0,England,0,KDR Brown,0,N8,lost,0
0,Eng,0,Scotland,0,DS Care,0,(SH),won,0
0,Eng,0,Scotland,0,DR Cole,0,P,won,0
0,Eng,0,Scotland,0,AR Corbisiero,0,P,won,0
0,Scot,0,England,0,GDS Cross,0,(P),lost,0
0,Eng,0,Scotland,0,MJ Cueto,0,W,won,0
0,Scot,0,England,0,SCJ Danielli,0,W,lost,0
0,Eng,0,Scotland,0,LP Deacon,0,L,won,0
0,Scot,0,England,0,NJ de Luca,0,(C),lost,0
0,Eng,0,Scotland,0,PPL Doran Jones,0,(P),won,0
0,Eng,0,Scotland,0,NJ Easter,0,N8,won,0
0,Eng,0,Scotland,0,BJ Foden,0,FB,won,0
0,Scot,0,England,0,RW Ford,0,H,lost,0
0,Scot,0,England,0,RJ Gray,0,L,lost,0
0,Eng,0,Scotland,0,SE Hape,0,C,won,0
0,Eng,0,Scotland,0,DM Hartley,0,H,won,0
0,Eng,0,Scotland,0,JAW Haskell,0,F,won,0
0,Scot,0,England,0,NJ Hines,0,F,lost,0
0,Scot,0,England,0,AF Jacobsen,0,P,lost,0
0,Scot,0,England,0,AD Kellock,0,L,lost,0
0,Scot,0,England,0,SF Lamont,0,C,lost,0
0,Scot,0,England,0,RGM Lawson,0,SH,lost,0
0,Scot,0,England,0,S Lawson,0,(H),lost,0
0,Scot,0,England,0,MJ Low,0,P,lost,0
0,Eng,0,Scotland,0,TP Palmer,0,L,won,0
0,Scot,0,England,0,DA Parks,0,(FH),lost,0
0,Eng,0,Scotland,0,SD Shaw,0,(L),won,0
0,Scot,0,England,0,AK Strokosch,0,(F),lost,0
0,Eng,0,Scotland,0,SG Thompson,0,(H),won,0
0,Eng,0,Scotland,0,MJ Tindall,0,C,won,0
0,Scot,0,England,0,RJ Vernon,0,(N8),lost,0
0,Eng,0,Scotland,0,TA Wood,0,F,won,0
0,Eng,0,Scotland,0,BR Youngs,0,SH,won,0
0,Georg,0,Russia,0,I Abuseridze,0,SH,won,0
0,Russ,0,Georgia,0,V Artemyev,0,W,lost,0
0,Russ,0,Georgia,0,M Babaev,0,C,lost,0
0,Georg,0,Russia,0,G Chkhaidze,0,F,won,0
0,Georg,0,Russia,0,L Datunashvili,0,L,won,0
0,Russ,0,Georgia,0,A Fatakhov,0,F,lost,0
0,Russ,0,Georgia,0,I Galinovskiy,0,C,lost,0
0,Russ,0,Georgia,0,AM Garbuzov,0,L,lost,0
0,Georg,0,Russia,0,M Gorgodze,0,N8,won,0
0,Russ,0,Georgia,0,V Grachev,0,N8,lost,0
0,Russ,0,Georgia,0,V Gresev,0,(N8),lost,0
0,Georg,0,Russia,0,L Gugava,0,W,won,0
0,Georg,0,Russia,0,D Kacharava,0,C,won,0
0,Georg,0,Russia,0,V Kakovin,0,(H),won,0
0,Georg,0,Russia,0,B Khamashuridze,0,FB,won,0
0,Georg,0,Russia,0,D Khinchagashvili,0,P,won,0
0,Russ,0,Georgia,0,A Khrokhin,0,(P),lost,0
0,Russ,0,Georgia,0,I Klyuchnikov,0,FB,lost,0
0,Georg,0,Russia,0,V Kolelishvili,0,(F),won,0
0,Russ,0,Georgia,0,V Korshunov,0,H,lost,0
0,Russ,0,Georgia,0,Y Kushnarev,0,(FH),lost,0
0,Georg,0,Russia,0,I Machkhaneli,0,W,won,0
0,Georg,0,Russia,0,V Maisuradze,0,L,won,0
0,Georg,0,Russia,0,L Malaguradze,0,(FH),won,0
0,Russ,0,Georgia,0,E Matveev,0,(L),lost,0
0,Georg,0,Russia,0,G Nemsadze,0,(F),won,0
0,Russ,0,Georgia,0,AA Ostrikov,0,F,lost,0
0,Russ,0,Georgia,0,V Ostrushko,0,W,lost,0
0,Russ,0,Georgia,0,S Popov,0,P,lost,0
0,Russ,0,Georgia,0,I Prishchepenko,0,P,lost,0
0,Russ,0,Georgia,0,A Shakirov,0,SH,lost,0
0,Georg,0,Russia,0,S Sutiashvili,0,F,won,0
0,Russ,0,Georgia,0,A Temnov,0,(L),lost,0
0,Russ,0,Georgia,0,A Travkin,0,(P),lost,0
0,Georg,0,Russia,0,B Urjukashvili,0,(FB),won,0
0,Russ,0,Georgia,0,A Voytov,0,L,lost,0
0,Russ,0,Georgia,0,A Yanyushkin,0,(SH),lost,0
0,Georg,0,Russia,0,T Zibzibadze,0,C,won,0
0,Georg,0,Russia,0,D Zirakashvili,0,P,won,0
0,Germ,0,Belgium,0,D Armitage,0,L,lost,0
0,Germ,0,Belgium,0,K Brenner,0,F,lost,0
0,Germ,0,Belgium,0,M Franke,0,W,lost,0
0,Germ,0,Belgium,0,A Hauck,0,L,lost,0
0,Germ,0,Belgium,0,A Hug,0,(F),lost,0
0,Germ,0,Belgium,0,N Kanning,0,(P),lost,0
0,Germ,0,Belgium,0,T Kasten,0,F,lost,0
0,Germ,0,Belgium,0,B Krause,0,P,lost,0
0,Germ,0,Belgium,0,T Menzel,0,SH,lost,0
0,Germ,0,Belgium,0,R Mohr,0,N8,lost,0
0,Germ,0,Belgium,0,G Pagnon,0,C,lost,0
0,Germ,0,Belgium,0,B Simm,0,W,lost,0
0,Germ,0,Belgium,0,SU Wetzel,0,(H),lost,0
0,Germ,0,Belgium,0,A Widiker,0,H,lost,0
0,Germ,0,Belgium,0,A Zeiler,0,P,lost,0
0,Scot,0,Italy,0,JAA Ansbro,0,C,won,0
0,Italy,0,Scotland,0,RJ Barbieri,0,(F),lost,0
0,Scot,0,Italy,0,JA Barclay,0,F,won,0
0,Italy,0,Scotland,0,T Benvenuti,0,W,lost,0
0,Italy,0,Scotland,0,V Bernabo,0,(L),lost,0
0,Scot,0,Italy,0,MRL Blair,0,(SH),won,0
0,Scot,0,Italy,0,KDR Brown,0,N8,won,0
0,Italy,0,Scotland,0,KS Burton,0,FH,lost,0
0,Italy,0,Scotland,0,GJ Canale,0,C,lost,0
0,Italy,0,Scotland,0,PL Canavosio,0,(C),lost,0
0,Italy,0,Scotland,0,ML Castrogiovanni,0,P,lost,0
0,Scot,0,Italy,0,GDS Cross,0,P,won,0
0,Scot,0,Italy,0,SCJ Danielli,0,W,won,0
0,Italy,0,Scotland,0,CA del Fava,0,L,lost,0
0,Italy,0,Scotland,0,PE Derbyshire,0,F,lost,0
0,Italy,0,Scotland,0,C Festuccia,0,(H),lost,0
0,Scot,0,Italy,0,RW Ford,0,H,won,0
0,Italy,0,Scotland,0,Q Geldenhuys,0,L,lost,0
0,Italy,0,Scotland,0,LL Ghiraldini,0,H,lost,0
0,Scot,0,Italy,0,RJ Gray,0,L,won,0
0,Scot,0,Italy,0,NJ Hines,0,F,won,0
0,Scot,0,Italy,0,RJH Jackson,0,FH,won,0
0,Scot,0,Italy,0,AF Jacobsen,0,P,won,0
0,Scot,0,Italy,0,AD Kellock,0,L,won,0
0,Scot,0,Italy,0,SF Lamont,0,C,won,0
0,Scot,0,Italy,0,RGM Lawson,0,SH,won,0
0,Scot,0,Italy,0,S Lawson,0,(H),won,0
0,Italy,0,Scotland,0,A Lo Cicero Vaina,0,(P),lost,0
0,Italy,0,Scotland,0,LJ McLean,0,(FB),lost,0
0,Scot,0,Italy,0,EA Murray,0,(P),won,0
0,Italy,0,Scotland,0,L Orquera,0,(FH),lost,0
0,Italy,0,Scotland,0,SM Parisse,0,N8,lost,0
0,Scot,0,Italy,0,DA Parks,0,(FH),won,0
0,Italy,0,Scotland,0,S Perugini,0,P,lost,0
0,Italy,0,Scotland,0,F Semenzato,0,SH,lost,0
0,Italy,0,Scotland,0,A Sgarbi,0,C,lost,0
0,Scot,0,Italy,0,AK Strokosch,0,(F),won,0
0,Scot,0,Italy,0,RJ Vernon,0,(N8),won,0
0,Italy,0,Scotland,0,A Zanni,0,F,lost,0
0,Spain,0,Romania,0,MI Acena Colaneri,0,F,lost,0
0,Port,0,Ukraine,0,FPSD Almeida,0,(F),won,0
0,Spain,0,Romania,0,B Angulo,0,C,lost,0
0,Spain,0,Romania,0,M Auzqui Etchepare,0,P,lost,0
0,Spain,0,Romania,0,A Ayestaran Jannot,0,SH,lost,0
0,Spain,0,Romania,0,AF Bonan,0,(L),lost,0
0,Port,0,Ukraine,0,L Campergue,0,H,won,0
0,Rom,0,Spain,0,D Carpo,0,F,won,0
0,Rom,0,Spain,0,I Cazan,0,(C),won,0
0,Ukr,0,Portugal,0,I Chaika,0,(P),lost,0
0,Spain,0,Romania,0,MJ Cook,0,(N8),lost,0
0,Rom,0,Spain,0,TI Dimofte,0,C,won,0
0,Port,0,Ukraine,0,RA d'Orey Branco,0,(L),won,0
0,Rom,0,Spain,0,N Dragos Dima,0,(P),won,0
0,Port,0,Ukraine,0,B Duarte,0,(H),won,0
0,Ukr,0,Portugal,0,S Garkavyi,0,C,lost,0
0,Spain,0,Romania,0,J Gonzalez Marruecos,0,(H),lost,0
0,Spain,0,Romania,0,I Gutierrez Muller,0,C,lost,0
0,Ukr,0,Portugal,0,Z Kikacheishvili,0,SH,lost,0
0,Ukr,0,Portugal,0,V Krasyknyk,0,L,lost,0
0,Ukr,0,Portugal,0,M Kravchenko,0,W,lost,0
0,Spain,0,Romania,0,B Labadie,0,W,lost,0
0,Rom,0,Spain,0,MA Lazar,0,P,won,0
0,Ukr,0,Portugal,0,A Lomakin,0,L,lost,0
0,Rom,0,Spain,0,V Lucaci,0,(N8),won,0
0,Spain,0,Romania,0,R Martinez Sanchez,0,(P),lost,0
0,Ukr,0,Portugal,0,P Maslukov,0,C,lost,0
0,Spain,0,Romania,0,J Moreno Rodriguez,0,P,lost,0
0,Port,0,Ukraine,0,CG Murray,0,C,won,0
0,Port,0,Ukraine,0,JM Murre,0,P,won,0
0,Spain,0,Romania,0,R Narvaez Jareno,0,(C),lost,0
0,Rom,0,Spain,0,N Nere,0,P,won,0
0,Ukr,0,Portugal,0,A Novoreshchenov,0,(L),lost,0
0,Ukr,0,Portugal,0,V Orlov,0,F,lost,0
0,Rom,0,Spain,0,CC Petre,0,L,won,0
0,Port,0,Ukraine,0,JMD Pinto Neves,0,SH,won,0
0,Rom,0,Spain,0,T Pllotschi,0,N8,won,0
0,Ukr,0,Portugal,0,V Ponomarenko,0,FB,lost,0
0,Rom,0,Spain,0,V Poparlan,0,(L),won,0
0,Ukr,0,Portugal,0,R Radchuk,0,(N8),lost,0
